image_id,original_label,mapped_label
633,Plastic film,Plastic
634,Plastic lid,Plastic
635,Plastic lid,Plastic
636,Drink can,Metal
636,Unlabeled litter,Other
637,Paper cup,Paper
637,Plastic lid,Plastic
637,Unlabeled litter,Other
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
637,Broken glass,Glass
638,Paper cup,Paper
639,Plastic utensils,Plastic
639,Other plastic,Plastic
639,Metal bottle cap,Metal
640,Other plastic wrapper,Plastic
641,Disposable plastic cup,Plastic
642,Tissues,Paper
642,Cigarette,Other
643,Disposable plastic cup,Plastic
644,Other plastic,Plastic
645,Metal bottle cap,Metal
646,Styrofoam piece,Other
647,Other plastic,Plastic
648,Other plastic wrapper,Plastic
648,Metal bottle cap,Metal
648,Unlabeled litter,Other
648,Unlabeled litter,Other
649,Disposable plastic cup,Plastic
649,Unlabeled litter,Other
650,Clear plastic bottle,Plastic
650,Plastic bottle cap,Plastic
650,Plastic straw,Plastic
650,Plastic straw,Plastic
651,Glass bottle,Glass
652,Plastic utensils,Plastic
652,Tissues,Paper
652,Other plastic wrapper,Plastic
653,Other plastic wrapper,Plastic
653,Cigarette,Other
653,Cigarette,Other
653,Cigarette,Other
653,Other plastic wrapper,Plastic
653,Plastic film,Plastic
653,Scrap metal,Metal
654,Plastic bottle cap,Plastic
654,Clear plastic bottle,Plastic
655,Plastic bottle cap,Plastic
656,Crisp packet,Plastic
656,Styrofoam piece,Other
657,Clear plastic bottle,Plastic
657,Normal paper,Paper
657,Plastic film,Plastic
657,Other plastic wrapper,Plastic
657,Other plastic,Plastic
658,Clear plastic bottle,Plastic
658,Plastic bottle cap,Plastic
659,Other carton,Paper
659,Plastic film,Plastic
660,Plastic straw,Plastic
661,Plastic straw,Plastic
662,Plastic utensils,Plastic
663,Clear plastic bottle,Plastic
663,Plastic film,Plastic
663,Unlabeled litter,Other
664,Metal bottle cap,Metal
664,Other plastic,Plastic
665,Foam food container,Other
665,Other plastic,Plastic
665,Cigarette,Other
665,Unlabeled litter,Other
665,Unlabeled litter,Other
665,Other plastic,Plastic
665,Unlabeled litter,Other
665,Other plastic,Plastic
666,Drink can,Metal
666,Plastic straw,Plastic
666,Pop tab,Metal
666,Other plastic,Plastic
667,Plastic utensils,Plastic
667,Other plastic,Plastic
667,Broken glass,Glass
667,Broken glass,Glass
667,Broken glass,Glass
667,Broken glass,Glass
667,Broken glass,Glass
667,Other plastic,Plastic
668,Metal bottle cap,Metal
669,Metal bottle cap,Metal
670,Plastic straw,Plastic
671,Plastic straw,Plastic
672,Clear plastic bottle,Plastic
672,Plastic bottle cap,Plastic
672,Unlabeled litter,Other
672,Unlabeled litter,Other
673,Clear plastic bottle,Plastic
673,Clear plastic bottle,Plastic
674,Foam cup,Other
674,Garbage bag,Plastic
674,Garbage bag,Plastic
675,Other plastic wrapper,Plastic
675,Plastic film,Plastic
676,Plastic film,Plastic
676,Plastic film,Plastic
677,Drink can,Metal
677,Paper bag,Paper
677,Pop tab,Metal
677,Disposable plastic cup,Plastic
677,Normal paper,Paper
677,Normal paper,Paper
678,Paper cup,Paper
678,Plastic lid,Plastic
679,Drink can,Metal
679,Plastic straw,Plastic
679,Other plastic bottle,Plastic
679,Paper bag,Paper
679,Paper bag,Paper
679,Paper bag,Paper
680,Other plastic wrapper,Plastic
681,Plastic straw,Plastic
681,Plastic straw,Plastic
681,Cigarette,Other
682,Other plastic wrapper,Plastic
683,Normal paper,Paper
684,Paper cup,Paper
685,Glass bottle,Glass
685,Glass bottle,Glass
685,Tissues,Paper
686,Other plastic bottle,Plastic
686,Plastic bottle cap,Plastic
687,Glass bottle,Glass
687,Glass bottle,Glass
687,Other plastic wrapper,Plastic
688,Disposable food container,Other
688,Other plastic wrapper,Plastic
689,Crisp packet,Plastic
689,Other plastic wrapper,Plastic
689,Garbage bag,Plastic
689,Normal paper,Paper
689,Other carton,Paper
689,Meal carton,Paper
689,Plastic film,Plastic
690,Crisp packet,Plastic
691,Drink can,Metal
692,Other carton,Paper
692,Other carton,Paper
693,Paper cup,Paper
693,Paper cup,Paper
693,Plastic lid,Plastic
693,Plastic lid,Plastic
693,Paper straw,Paper
694,Plastic lid,Plastic
694,Disposable food container,Other
694,Plastic film,Plastic
694,Unlabeled litter,Other
695,Meal carton,Paper
696,Other plastic wrapper,Plastic
697,Other carton,Paper
698,Crisp packet,Plastic
699,Wrapping paper,Paper
700,Clear plastic bottle,Plastic
701,Clear plastic bottle,Plastic
702,Other plastic wrapper,Plastic
703,Disposable plastic cup,Plastic
703,Plastic lid,Plastic
703,Plastic straw,Plastic
704,Plastic bottle cap,Plastic
704,Food waste,Other
704,Unlabeled litter,Other
704,Normal paper,Paper
705,Crisp packet,Plastic
705,Crisp packet,Plastic
705,Garbage bag,Plastic
706,Metal bottle cap,Metal
706,Metal bottle cap,Metal
706,Glass bottle,Glass
706,Glass bottle,Glass
707,Glass bottle,Glass
707,Unlabeled litter,Other
708,Drink can,Metal
708,Paper cup,Paper
708,Unlabeled litter,Other
708,Unlabeled litter,Other
708,Unlabeled litter,Other
708,Crisp packet,Plastic
709,Drink can,Metal
709,Drink can,Metal
709,Drink can,Metal
709,Drink can,Metal
709,Drink can,Metal
710,Drink can,Metal
710,Drink can,Metal
711,Foam food container,Other
712,Foam food container,Other
712,Tissues,Paper
713,Drink can,Metal
713,Unlabeled litter,Other
714,Glass bottle,Glass
715,Drink can,Metal
715,Drink can,Metal
715,Other plastic wrapper,Plastic
715,Plastic film,Plastic
715,Other carton,Paper
716,Clear plastic bottle,Plastic
717,Clear plastic bottle,Plastic
717,Unlabeled litter,Other
718,Disposable plastic cup,Plastic
718,Other plastic,Plastic
719,Drink can,Metal
719,Unlabeled litter,Other
720,Disposable plastic cup,Plastic
721,Drink can,Metal
721,Pop tab,Metal
722,Drink can,Metal
723,Drink can,Metal
723,Drink can,Metal
724,Clear plastic bottle,Plastic
724,Plastic bottle cap,Plastic
725,Drink can,Metal
726,Paper cup,Paper
726,Drink can,Metal
727,Drink can,Metal
727,Pop tab,Metal
727,Unlabeled litter,Other
728,Disposable plastic cup,Plastic
728,Plastic straw,Plastic
728,Plastic lid,Plastic
729,Clear plastic bottle,Plastic
729,Plastic bottle cap,Plastic
730,Plastic straw,Plastic
730,Normal paper,Paper
731,Plastic straw,Plastic
731,Metal bottle cap,Metal
731,Metal bottle cap,Metal
732,Six pack rings,Plastic
732,Six pack rings,Plastic
732,Plastic lid,Plastic
732,Plastic film,Plastic
732,Plastic film,Plastic
732,Plastic film,Plastic
732,Unlabeled litter,Other
732,Unlabeled litter,Other
732,Aluminium foil,Metal
733,Plastic lid,Plastic
734,Crisp packet,Plastic
735,Other plastic wrapper,Plastic
736,Other plastic wrapper,Plastic
737,Disposable plastic cup,Plastic
737,Disposable plastic cup,Plastic
737,Other plastic,Plastic
737,Normal paper,Paper
738,Unlabeled litter,Other
739,Other plastic,Plastic
740,Metal bottle cap,Metal
741,Metal bottle cap,Metal
742,Normal paper,Paper
743,Plastic film,Plastic
744,Other plastic wrapper,Plastic
745,Corrugated carton,Paper
745,Corrugated carton,Paper
745,Aluminium foil,Metal
746,Other carton,Paper
747,Crisp packet,Plastic
748,Plastic straw,Plastic
749,Plastic bottle cap,Plastic
750,Meal carton,Paper
750,Plastic film,Plastic
750,Other plastic wrapper,Plastic
751,Glass bottle,Glass
751,Plastic straw,Plastic
751,Unlabeled litter,Other
752,Drink can,Metal
753,Clear plastic bottle,Plastic
753,Metal bottle cap,Metal
754,Paper bag,Paper
754,Shoe,Other
755,Other carton,Paper
755,Other plastic bottle,Plastic
755,Shoe,Other
756,Drink can,Metal
756,Unlabeled litter,Other
757,Crisp packet,Plastic
758,Glass bottle,Glass
758,Glass bottle,Glass
758,Glass bottle,Glass
758,Unlabeled litter,Other
758,Unlabeled litter,Other
758,Unlabeled litter,Other
758,Plastic film,Plastic
759,Other carton,Paper
760,Plastic straw,Plastic
761,Drink can,Metal
761,Pop tab,Metal
762,Other plastic wrapper,Plastic
763,Foam food container,Other
763,Plastic film,Plastic
763,Normal paper,Paper
764,Drink can,Metal
764,Drink can,Metal
764,Drink can,Metal
764,Clear plastic bottle,Plastic
764,Clear plastic bottle,Plastic
764,Glass bottle,Glass
764,Disposable plastic cup,Plastic
764,Plastic lid,Plastic
764,Plastic straw,Plastic
765,Clear plastic bottle,Plastic
765,Plastic bottle cap,Plastic
766,Plastic film,Plastic
767,Plastic film,Plastic
768,Other plastic wrapper,Plastic
769,Other plastic wrapper,Plastic
770,Plastic bottle cap,Plastic
771,Crisp packet,Plastic
772,Crisp packet,Plastic
773,Meal carton,Paper
773,Plastic film,Plastic
774,Meal carton,Paper
775,Drink can,Metal
776,Single-use carrier bag,Plastic
777,Other plastic wrapper,Plastic
691,Cigarette,Other
691,Cigarette,Other
713,Cigarette,Other
713,Cigarette,Other
713,Cigarette,Other
713,Cigarette,Other
713,Cigarette,Other
713,Cigarette,Other
713,Cigarette,Other
714,Cigarette,Other
714,Cigarette,Other
714,Cigarette,Other
714,Cigarette,Other
714,Cigarette,Other
714,Cigarette,Other
714,Cigarette,Other
716,Cigarette,Other
718,Cigarette,Other
718,Cigarette,Other
722,Cigarette,Other
724,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
727,Cigarette,Other
728,Cigarette,Other
728,Cigarette,Other
728,Cigarette,Other
728,Cigarette,Other
730,Cigarette,Other
730,Cigarette,Other
730,Cigarette,Other
730,Cigarette,Other
730,Cigarette,Other
730,Cigarette,Other
743,Cigarette,Other
752,Cigarette,Other
752,Cigarette,Other
752,Cigarette,Other
752,Cigarette,Other
752,Cigarette,Other
753,Cigarette,Other
755,Cigarette,Other
755,Cigarette,Other
756,Cigarette,Other
757,Cigarette,Other
758,Cigarette,Other
758,Cigarette,Other
763,Cigarette,Other
764,Cigarette,Other
775,Cigarette,Other
775,Cigarette,Other
775,Cigarette,Other
775,Cigarette,Other
775,Cigarette,Other
775,Cigarette,Other
775,Cigarette,Other
777,Cigarette,Other
777,Cigarette,Other
777,Cigarette,Other
777,Cigarette,Other
777,Cigarette,Other
777,Cigarette,Other
777,Cigarette,Other
696,Cigarette,Other
778,Pop tab,Metal
779,Drink can,Metal
780,Drink can,Metal
780,Pop tab,Metal
781,Other plastic wrapper,Plastic
782,Clear plastic bottle,Plastic
782,Plastic bottle cap,Plastic
783,Disposable plastic cup,Plastic
783,Glass bottle,Glass
783,Scrap metal,Metal
784,Clear plastic bottle,Plastic
784,Plastic bottle cap,Plastic
784,Drink can,Metal
784,Pop tab,Metal
785,Drink can,Metal
785,Unlabeled litter,Other
786,Drink can,Metal
787,Plastic utensils,Plastic
787,Meal carton,Paper
788,Plastic utensils,Plastic
788,Unlabeled litter,Other
789,Tissues,Paper
789,Clear plastic bottle,Plastic
790,Unlabeled litter,Other
790,Plastic lid,Plastic
791,Crisp packet,Plastic
792,Crisp packet,Plastic
793,Glass bottle,Glass
794,Clear plastic bottle,Plastic
795,Other carton,Paper
796,Other carton,Paper
796,Other plastic wrapper,Plastic
797,Food Can,Metal
797,Pop tab,Metal
797,Glass jar,Glass
797,Metal lid,Metal
798,Other plastic wrapper,Plastic
799,Plastic film,Plastic
800,Aerosol,Metal
800,Plastic lid,Plastic
801,Pop tab,Metal
802,Meal carton,Paper
803,Other plastic bottle,Plastic
803,Clear plastic bottle,Plastic
803,Plastic bottle cap,Plastic
804,Disposable plastic cup,Plastic
804,Paper cup,Paper
804,Plastic lid,Plastic
804,Drink can,Metal
804,Unlabeled litter,Other
804,Plastic straw,Plastic
805,Drink can,Metal
805,Drink can,Metal
805,Pop tab,Metal
806,Disposable plastic cup,Plastic
807,Drink can,Metal
808,Drink can,Metal
809,Disposable food container,Other
810,Plastic lid,Plastic
811,Paper cup,Paper
812,Other carton,Paper
813,Plastic film,Plastic
814,Plastic film,Plastic
814,Plastic film,Plastic
815,Plastic film,Plastic
815,Crisp packet,Plastic
815,Tissues,Paper
815,Tissues,Paper
816,Meal carton,Paper
816,Aluminium foil,Metal
816,Plastic bottle cap,Plastic
817,Other carton,Paper
817,Plastic film,Plastic
818,Drink can,Metal
818,Pop tab,Metal
819,Plastic film,Plastic
820,Plastic film,Plastic
820,Corrugated carton,Paper
821,Corrugated carton,Paper
821,Other carton,Paper
822,Disposable food container,Other
822,Plastic film,Plastic
823,Other carton,Paper
823,Plastic film,Plastic
824,Other carton,Paper
824,Plastic film,Plastic
825,Spread tub,Plastic
826,Other plastic,Plastic
826,Aluminium foil,Metal
827,Drink can,Metal
827,Unlabeled litter,Other
828,Drink can,Metal
828,Unlabeled litter,Other
829,Plastic film,Plastic
829,Unlabeled litter,Other
830,Clear plastic bottle,Plastic
830,Normal paper,Paper
831,Other plastic wrapper,Plastic
831,Plastic film,Plastic
832,Plastic film,Plastic
832,Plastic film,Plastic
832,Plastic film,Plastic
833,Single-use carrier bag,Plastic
834,Other plastic wrapper,Plastic
834,Unlabeled litter,Other
834,Other carton,Paper
835,Disposable food container,Other
835,Plastic film,Plastic
835,Plastic film,Plastic
835,Unlabeled litter,Other
836,Aluminium blister pack,Metal
837,Disposable food container,Other
837,Plastic film,Plastic
838,Single-use carrier bag,Plastic
838,Metal lid,Metal
838,Metal lid,Metal
838,Glass jar,Glass
838,Glass jar,Glass
839,Glass jar,Glass
839,Glass jar,Glass
839,Metal lid,Metal
839,Metal lid,Metal
839,Metal bottle cap,Metal
840,Other plastic bottle,Plastic
841,Disposable food container,Other
841,Food waste,Other
842,Metal bottle cap,Metal
843,Drink can,Metal
843,Pop tab,Metal
843,Unlabeled litter,Other
844,Foam food container,Other
844,Foam food container,Other
844,Unlabeled litter,Other
845,Paper straw,Paper
845,Disposable plastic cup,Plastic
846,Disposable food container,Other
846,Plastic film,Plastic
847,Aluminium foil,Metal
848,Plastic utensils,Plastic
848,Unlabeled litter,Other
849,Clear plastic bottle,Plastic
850,Normal paper,Paper
850,Normal paper,Paper
850,Normal paper,Paper
851,Plastic straw,Plastic
851,Unlabeled litter,Other
852,Paper cup,Paper
852,Plastic lid,Plastic
852,Paper bag,Paper
853,Clear plastic bottle,Plastic
853,Glass bottle,Glass
853,Clear plastic bottle,Plastic
853,Other plastic,Plastic
853,Other plastic,Plastic
853,Unlabeled litter,Other
853,Unlabeled litter,Other
853,Unlabeled litter,Other
853,Unlabeled litter,Other
853,Unlabeled litter,Other
853,Unlabeled litter,Other
853,Normal paper,Paper
853,Normal paper,Paper
853,Normal paper,Paper
853,Pop tab,Metal
853,Other plastic wrapper,Plastic
853,Paper bag,Paper
853,Plastic straw,Plastic
853,Shoe,Other
854,Plastic utensils,Plastic
854,Plastic utensils,Plastic
854,Plastic utensils,Plastic
855,Clear plastic bottle,Plastic
856,Plastic film,Plastic
857,Single-use carrier bag,Plastic
858,Plastic film,Plastic
858,Other plastic,Plastic
858,Unlabeled litter,Other
858,Unlabeled litter,Other
859,Plastic straw,Plastic
859,Other plastic,Plastic
859,Disposable plastic cup,Plastic
860,Clear plastic bottle,Plastic
860,Clear plastic bottle,Plastic
860,Clear plastic bottle,Plastic
860,Glass bottle,Glass
860,Drink carton,Paper
860,Unlabeled litter,Other
860,Unlabeled litter,Other
860,Unlabeled litter,Other
860,Unlabeled litter,Other
860,Unlabeled litter,Other
860,Paper cup,Paper
860,Other plastic wrapper,Plastic
860,Drink can,Metal
861,Plastic bottle cap,Plastic
862,Plastic film,Plastic
862,Unlabeled litter,Other
863,Plastic film,Plastic
864,Tissues,Paper
864,Tissues,Paper
864,Plastic film,Plastic
865,Paper cup,Paper
866,Clear plastic bottle,Plastic
866,Clear plastic bottle,Plastic
866,Drink can,Metal
866,Metal bottle cap,Metal
866,Metal bottle cap,Metal
866,Plastic bottle cap,Plastic
866,Plastic bottle cap,Plastic
866,Metal bottle cap,Metal
866,Plastic utensils,Plastic
866,Normal paper,Paper
866,Other plastic wrapper,Plastic
866,Unlabeled litter,Other
866,Unlabeled litter,Other
866,Unlabeled litter,Other
866,Other plastic,Plastic
866,Unlabeled litter,Other
867,Plastic film,Plastic
868,Egg carton,Paper
868,Garbage bag,Plastic
869,Plastic lid,Plastic
869,Other carton,Paper
870,Other carton,Paper
870,Disposable food container,Other
871,Other plastic wrapper,Plastic
872,Other plastic container,Plastic
872,Tupperware,Plastic
872,Other plastic wrapper,Plastic
873,Other carton,Paper
873,Aluminium blister pack,Metal
873,Normal paper,Paper
873,Plastic film,Plastic
874,Magazine paper,Paper
874,Magazine paper,Paper
874,Magazine paper,Paper
874,Magazine paper,Paper
874,Magazine paper,Paper
874,Magazine paper,Paper
874,Magazine paper,Paper
778,Cigarette,Other
781,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
788,Cigarette,Other
809,Cigarette,Other
809,Cigarette,Other
809,Cigarette,Other
810,Cigarette,Other
816,Cigarette,Other
816,Cigarette,Other
816,Cigarette,Other
816,Cigarette,Other
816,Cigarette,Other
829,Cigarette,Other
846,Cigarette,Other
849,Cigarette,Other
849,Cigarette,Other
849,Cigarette,Other
849,Cigarette,Other
853,Cigarette,Other
862,Cigarette,Other
866,Cigarette,Other
875,Plastic bottle cap,Plastic
875,Clear plastic bottle,Plastic
875,Wrapping paper,Paper
876,Plastic straw,Plastic
877,Other plastic,Plastic
877,Other plastic,Plastic
877,Other plastic,Plastic
877,Other plastic,Plastic
877,Plastic film,Plastic
878,Plastic bottle cap,Plastic
879,Disposable plastic cup,Plastic
879,Disposable plastic cup,Plastic
879,Plastic film,Plastic
879,Normal paper,Paper
880,Plastic bottle cap,Plastic
881,Magazine paper,Paper
881,Normal paper,Paper
881,Magazine paper,Paper
882,Disposable plastic cup,Plastic
883,Other plastic,Plastic
884,Plastic film,Plastic
885,Plastic straw,Plastic
886,Other plastic,Plastic
887,Other plastic,Plastic
887,Other plastic,Plastic
887,Other plastic,Plastic
888,Other plastic,Plastic
888,Other plastic,Plastic
888,Plastic lid,Plastic
889,Other plastic,Plastic
890,Plastic bottle cap,Plastic
891,Other plastic,Plastic
891,Plastic bottle cap,Plastic
892,Plastic film,Plastic
893,Other plastic,Plastic
894,Other plastic,Plastic
895,Other plastic,Plastic
896,Plastic film,Plastic
897,Other plastic,Plastic
898,Other plastic,Plastic
899,Plastic bottle cap,Plastic
900,Plastic film,Plastic
901,Other plastic cup,Plastic
902,Other plastic,Plastic
903,Other plastic,Plastic
903,Other plastic,Plastic
904,Plastic film,Plastic
904,Plastic film,Plastic
904,Other plastic,Plastic
904,Other plastic,Plastic
905,Plastic film,Plastic
905,Plastic film,Plastic
906,Styrofoam piece,Other
907,Styrofoam piece,Other
908,Other plastic,Plastic
909,Rope & strings,Other
910,Disposable plastic cup,Plastic
911,Disposable plastic cup,Plastic
912,Rope & strings,Other
913,Normal paper,Paper
914,Plastic straw,Plastic
915,Plastic straw,Plastic
915,Plastic film,Plastic
915,Plastic film,Plastic
916,Rope & strings,Other
916,Rope & strings,Other
917,Rope & strings,Other
918,Plastic film,Plastic
919,Other plastic,Plastic
920,Aluminium foil,Metal
921,Aluminium foil,Metal
922,Plastic film,Plastic
923,Plastic film,Plastic
924,Food waste,Other
924,Other plastic,Plastic
924,Other plastic,Plastic
924,Other plastic,Plastic
925,Rope & strings,Other
926,Other plastic,Plastic
927,Other plastic,Plastic
928,Single-use carrier bag,Plastic
928,Other carton,Paper
929,Other plastic,Plastic
930,Other plastic,Plastic
931,Plastic bottle cap,Plastic
932,Plastic bottle cap,Plastic
933,Plastic film,Plastic
934,Rope & strings,Other
935,Other plastic,Plastic
935,Other plastic,Plastic
936,Other plastic,Plastic
937,Metal bottle cap,Metal
938,Metal bottle cap,Metal
939,Tissues,Paper
940,Styrofoam piece,Other
941,Styrofoam piece,Other
941,Other plastic,Plastic
942,Plastic bottle cap,Plastic
943,Plastic film,Plastic
944,Plastic film,Plastic
945,Plastic film,Plastic
946,Plastic bottle cap,Plastic
946,Other plastic,Plastic
947,Corrugated carton,Paper
948,Disposable plastic cup,Plastic
949,Styrofoam piece,Other
950,Plastic film,Plastic
951,Drink can,Metal
952,Disposable food container,Other
953,Styrofoam piece,Other
953,Styrofoam piece,Other
953,Plastic film,Plastic
953,Plastic film,Plastic
953,Unlabeled litter,Other
954,Plastic film,Plastic
954,Plastic film,Plastic
954,Styrofoam piece,Other
954,Styrofoam piece,Other
955,Other plastic wrapper,Plastic
956,Plastic straw,Plastic
957,Other plastic wrapper,Plastic
958,Plastic film,Plastic
959,Other plastic,Plastic
960,Plastic bottle cap,Plastic
961,Plastic bottle cap,Plastic
961,Pop tab,Metal
962,Other plastic bottle,Plastic
962,Squeezable tube,Plastic
962,Other plastic wrapper,Plastic
962,Other plastic,Plastic
962,Other plastic,Plastic
962,Other plastic,Plastic
962,Other plastic,Plastic
962,Other plastic,Plastic
963,Plastic film,Plastic
963,Disposable food container,Other
875,Cigarette,Other
875,Cigarette,Other
875,Cigarette,Other
875,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
879,Cigarette,Other
881,Cigarette,Other
881,Cigarette,Other
881,Cigarette,Other
882,Cigarette,Other
882,Cigarette,Other
905,Cigarette,Other
907,Cigarette,Other
948,Cigarette,Other
951,Cigarette,Other
951,Cigarette,Other
958,Cigarette,Other
959,Cigarette,Other
961,Cigarette,Other
964,Clear plastic bottle,Plastic
964,Other plastic,Plastic
964,Other plastic,Plastic
965,Clear plastic bottle,Plastic
966,Drink can,Metal
966,Plastic straw,Plastic
966,Metal bottle cap,Metal
966,Unlabeled litter,Other
967,Plastic straw,Plastic
968,Rope & strings,Other
969,Plastic straw,Plastic
970,Other plastic,Plastic
971,Plastic film,Plastic
972,Scrap metal,Metal
973,Plastic film,Plastic
974,Clear plastic bottle,Plastic
974,Plastic bottle cap,Plastic
974,Unlabeled litter,Other
975,Clear plastic bottle,Plastic
975,Plastic bottle cap,Plastic
976,Styrofoam piece,Other
976,Plastic film,Plastic
976,Aluminium foil,Metal
977,Other plastic,Plastic
978,Disposable food container,Other
979,Plastic bottle cap,Plastic
980,Styrofoam piece,Other
981,Plastic bottle cap,Plastic
982,Styrofoam piece,Other
982,Styrofoam piece,Other
982,Unlabeled litter,Other
983,Paper bag,Paper
983,Unlabeled litter,Other
983,Other plastic,Plastic
984,Styrofoam piece,Other
984,Styrofoam piece,Other
985,Plastic bottle cap,Plastic
985,Styrofoam piece,Other
986,Disposable plastic cup,Plastic
987,Disposable plastic cup,Plastic
988,Other carton,Paper
989,Disposable food container,Other
990,Plastic film,Plastic
991,Plastic straw,Plastic
992,Other plastic,Plastic
993,Garbage bag,Plastic
993,Normal paper,Paper
994,Disposable plastic cup,Plastic
994,Unlabeled litter,Other
995,Other plastic bottle,Plastic
995,Other plastic,Plastic
996,Clear plastic bottle,Plastic
996,Unlabeled litter,Other
996,Other plastic,Plastic
996,Unlabeled litter,Other
996,Unlabeled litter,Other
997,Corrugated carton,Paper
998,Other plastic wrapper,Plastic
998,Normal paper,Paper
999,Clear plastic bottle,Plastic
1000,Glass bottle,Glass
1001,Plastic straw,Plastic
1001,Drink carton,Paper
1002,Drink can,Metal
1002,Plastic film,Plastic
1003,Corrugated carton,Paper
1003,Unlabeled litter,Other
1003,Unlabeled litter,Other
1004,Squeezable tube,Plastic
1004,Plastic straw,Plastic
1005,Other plastic,Plastic
1005,Unlabeled litter,Other
1005,Unlabeled litter,Other
1005,Plastic film,Plastic
1005,Plastic film,Plastic
1005,Plastic film,Plastic
1006,Styrofoam piece,Other
1006,Unlabeled litter,Other
1007,Disposable plastic cup,Plastic
1007,Unlabeled litter,Other
1008,Glass bottle,Glass
1008,Glass bottle,Glass
1008,Disposable plastic cup,Plastic
1008,Unlabeled litter,Other
1009,Plastic film,Plastic
1010,Glass bottle,Glass
1010,Plastic bottle cap,Plastic
1010,Rope & strings,Other
1010,Plastic film,Plastic
1010,Styrofoam piece,Other
1011,Plastic film,Plastic
1012,Meal carton,Paper
1012,Plastic film,Plastic
1013,Disposable food container,Other
1013,Disposable food container,Other
1013,Clear plastic bottle,Plastic
1013,Plastic bottle cap,Plastic
1013,Normal paper,Paper
1014,Plastic film,Plastic
1015,Meal carton,Paper
1015,Plastic film,Plastic
1016,Normal paper,Paper
1017,Foam cup,Other
1018,Disposable plastic cup,Plastic
1018,Normal paper,Paper
1018,Unlabeled litter,Other
1019,Clear plastic bottle,Plastic
1019,Plastic bottle cap,Plastic
1020,Drink can,Metal
1020,Unlabeled litter,Other
1021,Other plastic wrapper,Plastic
1021,Drink can,Metal
1021,Pop tab,Metal
1022,Aluminium foil,Metal
1022,Aluminium foil,Metal
1022,Paper cup,Paper
1022,Drink can,Metal
1022,Metal bottle cap,Metal
1022,Clear plastic bottle,Plastic
1023,Other plastic wrapper,Plastic
1023,Other plastic wrapper,Plastic
1024,Drink can,Metal
1025,Clear plastic bottle,Plastic
1026,Plastic straw,Plastic
1026,Plastic straw,Plastic
1026,Plastic lid,Plastic
1027,Six pack rings,Plastic
1027,Unlabeled litter,Other
1028,Drink can,Metal
1028,Pop tab,Metal
1029,Other carton,Paper
1029,Other plastic wrapper,Plastic
1029,Other plastic wrapper,Plastic
1029,Pop tab,Metal
1029,Drink can,Metal
1029,Drink can,Metal
1029,Drink can,Metal
1029,Drink can,Metal
1030,Drink can,Metal
1031,Styrofoam piece,Other
1032,Disposable plastic cup,Plastic
1032,Disposable plastic cup,Plastic
1032,Drink can,Metal
1032,Drink can,Metal
1032,Drink can,Metal
1032,Drink can,Metal
1032,Pop tab,Metal
1032,Other plastic,Plastic
1032,Other plastic,Plastic
1032,Unlabeled litter,Other
1032,Unlabeled litter,Other
1032,Unlabeled litter,Other
1032,Other carton,Paper
1032,Aluminium foil,Metal
1033,Drink can,Metal
1033,Pop tab,Metal
1034,Pop tab,Metal
1034,Drink can,Metal
1035,Plastic glooves,Plastic
1036,Plastic straw,Plastic
1036,Plastic lid,Plastic
1036,Unlabeled litter,Other
1037,Meal carton,Paper
1037,Meal carton,Paper
1037,Plastic film,Plastic
1037,Crisp packet,Plastic
1037,Unlabeled litter,Other
1038,Plastic film,Plastic
1039,Single-use carrier bag,Plastic
1039,Other plastic wrapper,Plastic
1039,Plastic film,Plastic
1039,Paper bag,Paper
1039,Paper bag,Paper
1040,Plastic film,Plastic
1041,Paper bag,Paper
1042,Disposable plastic cup,Plastic
1043,Disposable plastic cup,Plastic
1044,Glass bottle,Glass
1044,Glass bottle,Glass
1044,Glass bottle,Glass
